CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA,Location Point1
50121434,ASIAN CURRY HUT,Manhattan,534,9 AVENUE,10018,6466433668,Indian,12/6/22,Establishment re-opened by DOHMH.,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,11,Z,12/6/22,4/23/24,Pre-permit (Operational) / Reopening Inspection,40.75684987,-73.9937627,104,03,011500,1013699,1007630077,MN15,
50126592,CARIBBEAN TASTE BUDZ,Queens,8782,SUTPHIN BLVD,11435,7188854403,Caribbean,7/11/23,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,32,,,4/23/24,Pre-permit (Operational) / Initial Inspection,40.70507356,-73.80939114,412,24,023800,4207061,4096900017,QN61,
50016444,SHAARE ZION CATERERS,Brooklyn,2030,OCEAN PARKWAY,11223,7189754880,Jewish/Kosher,12/13/16,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,21,B,12/13/16,4/23/24,Cycle Inspection / Re-inspection,40.59925642,-73.96576172,315,44,039400,3191944,3071080018,BK25,
50144555,PHIL CAFE,Brooklyn,452,LAFAYETTE AVENUE,11205,6468087303,Other,2/26/24,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,12,A,2/26/24,4/23/24,Pre-permit (Operational) / Initial Inspection,40.68923008,-73.95685211,303,36,023300,3397049,3019507501,BK75,
40787059,BOSTON MARKET,Queens,5124,NORTHERN BOULEVARD,11377,7185331389,American,7/22/21,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,13,A,7/22/21,4/23/24,Cycle Inspection / Initial Inspection,40.75315724,-73.90812764,402,26,025500,4027255,4011920001,QN63,
50001854,DUNKIN,Manhattan,2264,FREDERICK DOUGLASS BOULEVARD,,6465978172,Donuts,3/21/23,Violations were cited in the following area(s).,19-10,Failure to display required signage about plastic straw availability.,Not Critical,,,,4/23/24,Administrative Miscellaneous / Re-inspection,0,0,,,,,1,,
50080884,DUNKIN',Manhattan,1433,2 AVENUE,10021,6467070393,Donuts,11/7/22,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,19,,,4/23/24,Cycle Inspection / Initial Inspection,40.77050818,-73.95712778,108,04,013400,1044030,1014290026,MN31,
50113607,MR. SUN,Manhattan,48,WEST   48 STREET,10036,7183169811,Chinese,6/21/22,Violations were cited in the following area(s).,04K,Evidence of rats or live rats present in facility's food and/or non-food areas.,Critical,49,C,6/21/22,4/23/24,Pre-permit (Operational) / Re-inspection,40.75810267,-73.98008935,105,04,009600,1034498,1012630061,MN17,
50131955,GO DETOX JUICE BAR GRILL,Queens,8824,VAN WYCK EXPY,11418,3472100521,American,8/10/23,Violations were cited in the following area(s).,06A,Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required. Jewelry worn on hands or arms. Fingernail polish worn or fingernails not kept clean and trimmed.,Critical,26,Z,8/10/23,4/23/24,Pre-permit (Operational) / Re-inspection,40.70209915,-73.81669219,409,29,014202,4196422,4093420156,QN54,
50098630,JUICE HEALTHY FOOD AND DRINKS,Manhattan,156,EAST   33 STREET,10016,2128821611,"Juice, Smoothies, Fruit Salads",8/9/22,Violations were cited in the following area(s).,10A,"Toilet facility not maintained or provided with toilet paper, waste receptacle or self-closing door.",Not Critical,12,A,8/9/22,4/23/24,Cycle Inspection / Initial Inspection,40.74548768,-73.97966367,106,04,007200,1018486,1008880047,MN20,
50106610,3 BROS 99 CENTS PIZZA,Queens,2503,30TH AVE,11102,9292789914,Pizza,2/17/23,Establishment re-opened by DOHMH.,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,15,Z,2/17/23,4/23/24,Cycle Inspection / Reopening Inspection,40.76856209,-73.92494783,401,22,007100,4006875,4005740132,QN71,
50075608,LUCHADORES,Manhattan,87,SOUTH STREET,10038,9174093033,Mexican,2/1/23,Violations were cited in the following area(s).,09B,Thawing procedure improper.,Not Critical,54,,,4/23/24,Cycle Inspection / Initial Inspection,40.70573696,-74.00396384,101,01,001502,1001141,1000720025,MN25,
50144517,ONE FAMILY JA,Bronx,4164A,WHITE PLAINS ROAD,10466,7185145881,Caribbean,2/26/24,Violations were cited in the following area(s).,10G,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",Not Critical,35,,,4/23/24,Pre-permit (Operational) / Initial Inspection,40.89248961,-73.85786133,212,11,042200,2063677,2048450042,BX44,
50110486,BAKEWELL EXPRESS,Queens,10408,LEFFERTS BLVD,11419,7183221100,Caribbean,8/3/21,Violations were cited in the following area(s).,22F,MISBRANDED AND LABELING,Not Critical,,,,4/23/24,Administrative Miscellaneous / Initial Inspection,40.68594118,-73.82404554,410,28,010600,4439993,4095720009,QN55,
50102488,NEW FU JU LOU,Brooklyn,5103,7 AVENUE,11220,9176500811,Chinese,1/16/24,Violations were cited in the following area(s).,04K,Evidence of rats or live rats in establishment's food or non-food areas.,Critical,39,,,4/23/24,Cycle Inspection / Initial Inspection,40.64178081,-74.00658323,307,38,010800,3013733,3008020008,BK34,
41594948,MOE'S GOURMET FOOD & PIZZA,Queens,3050,WHITESTONE EXPRESSWAY,11357,7183536100,American,8/16/21,Violations were cited in the following area(s).,09B,Thawing procedures improper.,Not Critical,14,,,4/23/24,Cycle Inspection / Initial Inspection,40.77047536,-73.83563783,407,19,090700,4540190,4043630100,QN23,
50106895,LIVE LONG JUICE BAR,Queens,13120,MERRICK BLVD,11434,7023470110,"Juice, Smoothies, Fruit Salads",11/10/22,Violations were cited in the following area(s).,04A,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,Critical,20,B,11/10/22,4/23/24,Cycle Inspection / Re-inspection,40.67928872,-73.76086867,412,27,035200,4279643,4129830031,QN08,
50058195,LIANJIANG RESTAURANT,Manhattan,88,DIVISION STREET,10002,2122263088,Chinese,9/15/22,Violations were cited in the following area(s).,04M,Live roaches in facility's food or non-food area.,Critical,43,,,4/23/24,Cycle Inspection / Initial Inspection,40.71430329,-73.99380998,103,01,001600,1003793,1002930028,MN27,
50089606,STERLING CRUST WEST INDIAN RESTAURANT,Brooklyn,747,NOSTRAND AVENUE,11216,7184849659,Caribbean,7/27/23,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,64,,,4/23/24,Pre-permit (Operational) / Initial Inspection,40.67185849,-73.95030241,308,35,031702,3031911,3012480003,BK61,
41106321,BARZOLA'S RESTAURANT III,Queens,92-12,37 AVENUE,11372,7182056900,Latin American,6/5/23,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,33,,,4/23/24,Cycle Inspection / Initial Inspection,40.75073502,-73.87479264,403,21,027500,4462413,4014800006,QN28,
50019095,EARLY,Brooklyn,967,MANHATTAN AVENUE,11222,7183836963,Coffee/Tea,9/7/21,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,21,,,4/23/24,Cycle Inspection / Initial Inspection,40.7321629,-73.95459433,301,33,056500,3322575,3025400039,BK76,
50124769,JADE BAKERY,Brooklyn,6223,8 AVENUE,11220,9178816806,Chinese,8/9/23,Violations were cited in the following area(s).,04M,Live roaches in facility's food or non-food area.,Critical,17,B,8/9/23,4/23/24,Pre-permit (Operational) / Re-inspection,40.63417194,-74.01091315,310,38,012000,3141388,3057280001,BK34,
50060161,GROOVE,Manhattan,125,MACDOUGAL STREET,10012,2122549393,American,6/14/23,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,8,A,6/14/23,4/23/24,Cycle Inspection / Initial Inspection,40.73051954,-74.00005412,102,01,006500,1008764,1005430060,MN23,
30112340,WENDY'S,Brooklyn,469,FLATBUSH AVENUE,11225,7182875005,Hamburgers,7/20/21,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,10,,,4/23/24,Cycle Inspection / Initial Inspection,40.66265152,-73.96208137,309,40,032700,3029737,3011970017,BK60,
50132713,KEILLY CHINESE RESTAURANT,Queens,2140,UTOPIA PKWY,11357,7183521201,Chinese,3/8/23,Violations were cited in the following area(s).,28-06,Contract with a pest management professional not in place.  Record of extermination activities not kept on premises.,Not Critical,32,,,4/23/24,Pre-permit (Operational) / Initial Inspection,40.77759851,-73.79347264,407,19,101700,4129316,4057640025,QN47,
50068084,1.50 HOT PIZZA,Bronx,526A,WILLIS AVENUE,10455,3479634238,Pizza,5/9/22,Violations were cited in the following area(s).,04K,Evidence of rats or live rats present in facility's food and/or non-food areas.,Critical,23,,,4/23/24,Cycle Inspection / Initial Inspection,40.81564902,-73.91798333,201,17,004300,2094036,2022930004,BX39,
50103913,POPBAR POPLAB,Manhattan,15,WEST   38 STREET,10018,2124448141,Frozen Desserts,4/21/22,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,14,B,4/21/22,4/23/24,Pre-permit (Operational) / Re-inspection,40.75129896,-73.98352379,105,04,008400,1016002,1008400031,MN17,
50128864,ESTRELLA DEL CARIBE RESTAURANT BAR,Bronx,745,EAST  136 STREET,10454,9178554852,Latin American,4/3/23,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,81,,,4/23/24,Pre-permit (Non-operational) / Initial Inspection,40.80320061,-73.91291293,201,08,001900,2003779,2025650065,BX39,
41533094,BROOKLYN ACADEMY OF MUSIC-HARVEY,Brooklyn,651,FULTON STREET,11217,7186237811,American,1/31/20,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9,A,1/31/20,4/23/24,Cycle Inspection / Initial Inspection,40.68818505,-73.97910789,302,35,003300,3345162,3020950045,BK68,
50125806,BENJYS PIZZA,Queens,7272,MAIN ST,11367,3475378672,Jewish/Kosher,1/2/24,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,A,1/2/24,4/23/24,Cycle Inspection / Initial Inspection,40.72489019,-73.82091174,408,24,077902,4143473,4066230033,QN37,
50013086,POLLO D' ORO,Brooklyn,306,GOLD STREET,11201,7188558088,Spanish,9/21/23,Violations were cited in the following area(s).,20-05,"Current letter grade or ""Grade Pending"" card not conspicuously posted or visible to passersby",Not Critical,,,,4/23/24,Administrative Miscellaneous / Re-inspection,40.69497081,-73.9832709,302,35,001500,3392968,3001337501,BK38,
50012113,TANG,Queens,196-50,NORTHERN BOULEVARD,11358,7182797080,Korean,6/6/22,Violations were cited in the following area(s).,09C,Food contact surface not properly maintained.,Not Critical,35,,,4/23/24,Cycle Inspection / Initial Inspection,40.75785008,-73.7845931,411,19,145101,4124565,4055200025,QN48,
50105939,THE TYGER/SOUTH SOHO BAR,Manhattan,1,HOWARD STREET,10013,9174077279,Asian/Asian Fusion,12/13/22,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,12,A,12/13/22,4/23/24,Cycle Inspection / Initial Inspection,40.71894211,-73.99933261,102,01,004500,1002675,1002080019,MN24,
50141014,LEE CHINESE RESTAURANT,Brooklyn,1884,FULTON STREET,11233,7189534190,Chinese,3/4/24,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,12,A,3/4/24,4/23/24,Cycle Inspection / Initial Inspection,40.67899434,-73.92420177,303,41,029900,3048043,3017040011,BK61,
50093971,CAFE 11,Manhattan,11,BROADWAY,10004,2124252233,Jewish/Kosher,4/29/22,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,33,,,4/23/24,Cycle Inspection / Initial Inspection,40.70534645,-74.01373089,101,01,001300,1000044,1000130005,MN25,
50048224,DUNKIN BASKIN ROBBINS,Brooklyn,1547,RALPH AVENUE,11236,9178863304,Donuts,12/11/23,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,13,A,12/11/23,4/23/24,Cycle Inspection / Initial Inspection,40.63927132,-73.91935037,318,45,095000,3222457,3079570023,BK50,
50058819,FAMOUS FAMIGLIA PIZZA,Manhattan,1248,LEXINGTON AVENUE,10028,2127377777,Pizza,6/16/22,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,70,,,4/23/24,Cycle Inspection / Initial Inspection,40.77827285,-73.95648367,108,04,014801,1047673,1015130016,MN40,
41252771,CASELLULA CHEESE & WINE CAFE,Manhattan,401,WEST   52 STREET,10019,2122478137,American,3/24/22,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,10,A,3/24/22,4/23/24,Cycle Inspection / Initial Inspection,40.76491631,-73.98845526,104,03,013300,1076208,1010620029,MN15,
50078671,SOLDIER RESTAURANT,Brooklyn,1104,RUTLAND ROAD,11212,3476150148,Caribbean,12/19/23,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,38,,,4/23/24,Cycle Inspection / Initial Inspection,40.66465228,-73.92330618,317,41,089200,3327569,3046160006,BK81,
